
code	|	name	|	preferred name	|	lineage
2	|	Arran brown butterfly	|	Erebia ligea	|	111903 111897 1664845 42282 33415 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	western European hedgehog	|	Erinaceus europaeus	|	9365 9364 30577 9363 9362 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Eristalis arbustorum	|	 	|	1124515 198633 115277 115244 34680 43740 43737 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Eristalis pertinax	|	 	|	1572519 198633 115277 115244 34680 43740 43737 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	drone fly	|	Eristalis tenax	|	198635 198633 115277 115244 34680 43740 43737 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2+	|	reedfish	|	Polypteriformes	|	8288 1338366 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2+	|	reedfish	|	Erpetoichthys calabaricus	|	27687 27686 8289 8288 1338366 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Erynnis tages	|	 	|	520884 76212 40100 40093 40092 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	spotted monkey flower	|	Erythranthe guttata	|	4155 1502711 41399 4143 91888 71274 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
2	|	northern pike	|	Esox lucius	|	8010 8009 8008 8007 41705 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	orangethroat darter	|	Etheostoma spectabile	|	54343 909696 54318 698016 8165 8112 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	rose gum	|	Eucalyptus grandis	|	71139 3932 1699524 1699513 3931 41944 91836 71275 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
2	|	Steller sea lion	|	Eumetopias jubatus	|	34886 34885 9702 379584 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Eupeodes latifasciatus	|	 	|	1124558 414732 290403 115274 43838 34680 43740 43737 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Euplexia lucipara	|	 	|	987933 320087 95244 7100 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Euproctis similis	|	 	|	987935 319798 27548 695564 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Exophiala dermatitidis NIH/UT8656	|	 	|	858893 5970 5583 43219 34395 451870 147545 716546 147538 716545 4890 451864 4751 33154 2759 131567 
2	|	high brown fritillary	|	Fabriciana adippe	|	405009 525812 127312 40037 33415 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	lesser kestrel	|	Falco naumanni	|	148594 8952 8949 8948 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	peregrine falcon	|	Falco peregrinus	|	8954 8952 8949 8948 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	gyrfalcon	|	Falco rusticolus	|	120794 8952 8949 8948 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	domestic cat	|	Felis catus	|	9685 9682 338152 9681 379583 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	jungle cat	|	Felis chaus	|	61376 9682 338152 9681 379583 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Collared flycatcher	|	Ficedula albicollis	|	59894 36292 36291 9126 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Formica selysi	|	 	|	208979 72766 72771 7479 36668 2153479 7434 7400 7399 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	western flower thrips	|	Frankliniella occidentalis	|	133901 45059 153976 45053 45049 38130 30262 33342 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	mummichog	|	Fundulus heteroclitus	|	8078 8077 28756 8087 28738 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Furcula furcula	|	 	|	987943 56587 319766 37571 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Fusarium graminearum	|	 	|	5518 569360 5506 110618 5125 222543 147550 715989 716546 147538 716545 4890 451864 4751 33154 2759 131567 
1	|	Fusarium graminearum PH-1	|	 	|	229533 5518 569360 5506 110618 5125 222543 147550 715989 716546 147538 716545 4890 451864 4751 33154 2759 131567 
1	|	Fusarium oxysporum f. sp. fragariae	|	 	|	100903 5507 171631 5506 110618 5125 222543 147550 715989 716546 147538 716545 4890 451864 4751 33154 2759 131567 
1	|	Fusarium oxysporum f. sp. lycopersici	|	 	|	59765 5507 171631 5506 110618 5125 222543 147550 715989 716546 147538 716545 4890 451864 4751 33154 2759 131567 
1	|	Fusarium oxysporum f. sp. lycopersici 4287	|	 	|	426428 59765 5507 171631 5506 110618 5125 222543 147550 715989 716546 147538 716545 4890 451864 4751 33154 2759 131567 
1	|	Fusarium oxysporum f. sp. radicis-cucumerinum	|	 	|	327505 5507 171631 5506 110618 5125 222543 147550 715989 716546 147538 716545 4890 451864 4751 33154 2759 131567 
1	|	Fusarium poae	|	 	|	36050 569360 5506 110618 5125 222543 147550 715989 716546 147538 716545 4890 451864 4751 33154 2759 131567 
1	|	Fusarium verticillioides 7600	|	 	|	334819 117187 171627 5506 110618 5125 222543 147550 715989 716546 147538 716545 4890 451864 4751 33154 2759 131567 
2	|	Atlantic cod	|	Gadus morhua	|	8049 8048 8045 1489845 8043 1489843 1489841 1489838 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	western predatory mite	|	Galendromus occidentalis	|	34638 1933192 425253 34636 1253825 1723665 281668 34634 6934 6933 6854 6843 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	Sunda flying lemur	|	Galeopterus variegatus	|	482537 482536 30657 30656 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	chicken	|	Gallus gallus	|	9031 9030 9072 9005 8976 1549675 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	western mosquitofish	|	Gambusia affinis	|	33528 33527 586240 8079 8087 28738 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Gari tellinella	|	 	|	2589376 457750 61354 98297 2783445 2908833 2785015 735337 6599 2785011 6544 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
2+	|	three-spined stickleback	|	Gasterosteus aculeatus	|	69293 69292 69291 1490020 8100 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2+	|	three-spined stickleback	|	Gasterosteus aculeatus aculeatus	|	481459 69293 69292 69291 1490020 8100 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	red-throated loon	|	Gavia stellata	|	37040 37038 30412 30411 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Gekko japonicus	|	 	|	146911 8565 385256 8561 8560 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Gabon caecilian	|	Geotrypetes seraphini	|	260995 260994 264006 8445 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Glarea lozoyensis 74030	|	 	|	1104152 101852 101851 5181 5178 147548 715989 716546 147538 716545 4890 451864 4751 33154 2759 131567 
2	|	green-underside blue	|	Glaucopsyche alexis	|	203781 203780 42297 27544 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	long-finned pilot whale	|	Globicephala melas	|	9731 9729 9726 9722 9721 2653789 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	soybean	|	Glycine max	|	3847 1462606 3846 163735 2233855 2231382 2231393 3814 3803 72025 91835 71275 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
2	|	wild soybean	|	Glycine soja	|	3848 1462606 3846 163735 2233855 2231382 2231393 3814 3803 72025 91835 71275 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
2	|	Goodes thornscrub tortoise	|	Gopherus evgoodei	|	1825980 38771 8487 8486 1579337 8464 8459 2841271 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	western lowland gorilla	|	Gorilla gorilla gorilla	|	9595 9593 9592 207598 9604 314295 9526 314293 376913 9443 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	cotton	|	Gossypium hirsutum	|	3635 3633 214907 3629 41938 91836 71275 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
2	|	blunt-snouted clingfish	|	Gouania willdenowi	|	441366 210581 557415 63826 123349 1489921 1489920 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Agile Gracile Mouse Opossum	|	Gracilinanus agilis	|	191870 126288 126287 9265 38605 9263 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Griposia aprilina	|	 	|	1101106 1101105 572922 7100 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Gymnosoma rotundatum	|	 	|	569046 569045 569105 54286 27474 43755 43742 43738 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	longhorned tick	|	Haemaphysalis longicornis	|	44386 34622 426439 6939 297308 6935 6934 6933 6854 6843 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Haliclystus octoradiatus	|	 	|	313498 37533 1927917 1927915 37528 1927913 6073 6072 33208 33154 2759 131567 
2	|	brown marmorated stink bug	|	Halyomorpha halys	|	286706 286705 286710 160513 33358 33357 33351 33349 33347 33345 33343 7524 33342 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Harmonia axyridis	|	 	|	115357 115356 263631 7081 7080 71526 41088 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Hecatera dysodea	|	 	|	988125 988123 95244 7100 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Hedya salicella	|	 	|	1869985 572852 581389 81687 7139 37568 104430 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	common sunflower	|	Helianthus annuus	|	4232 4231 102814 911341 102804 4210 4209 91882 71274 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
2	|	cotton bollworm	|	Helicoverpa armigera	|	29058 7112 95178 7100 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Hemaris fuciformis	|	 	|	987953 82622 523174 82617 7128 37569 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Hemiprocne comata	|	 	|	243314 46509 46508 8893 8892 2607030 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	epaulette shark	|	Hemiscyllium ocellatum	|	170820 170819 40580 30503 119195 119197 119203 7778 7777 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Hermetia illucens	|	 	|	343691 343581 343564 34687 43734 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	common branded skipper	|	Hesperia comma	|	291688 218734 2839394 40096 40093 40092 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	naked mole-rat	|	Heterocephalus glaber	|	10181 10180 10167 33550 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Heteronetta atricapilla	|	 	|	555264 555263 2068716 8830 8826 1549675 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	tiger tail seahorse	|	Hippocampus comes	|	109280 72046 129917 72045 1489884 129912 1489883 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Atlantic halibut	|	Hippoglossus hippoglossus	|	8267 8266 8256 30942 8252 1489904 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Pacific halibut	|	Hippoglossus stenolepis	|	195615 8266 8256 30942 8252 1489904 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	human	|	Homo sapiens	|	9606 9605 207598 9604 314295 9526 314293 376913 9443 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Hormiphora californensis	|	 	|	1403702 86009 86008 50341 140493 10197 6072 33208 33154 2759 131567 
1	|	Hyalomma asiaticum	|	 	|	266040 34625 426438 6939 297308 6935 6934 6933 6854 6843 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	rosy rustic	|	Hydraecia micacea	|	214171 214170 2555556 95179 7100 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	July highflyer	|	Hydriomena furcata	|	104460 104458 104450 82593 82592 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Hylaea fasciaria	|	 	|	722673 722672 82596 82593 82592 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Hypena proboscidalis	|	 	|	753189 95218 95217 695564 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Ichneumon xanthorius	|	 	|	2795680 27520 172511 65170 7408 7401 1955251 7400 7399 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	channel catfish	|	Ictalurus punctatus	|	7998 7997 7996 1489793 7995 186628 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	thirteen-lined ground squirrel	|	Ictidomys tridecemlineatus	|	43179 1141640 337730 337726 55153 33553 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Ischnura elegans	|	 	|	197161 79456 70895 70894 50488 6961 33339 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	lesser Egyptian jerboa	|	Jaculus jaculus	|	51337 48867 35737 30648 1963761 1963758 9989 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Klebsormidium nitens	|	 	|	105231 3174 3173 3172 131220 35493 33090 2759 131567 
1	|	Kluyveromyces marxianus	|	 	|	4911 4910 4893 4892 4891 147537 716545 4890 451864 4751 33154 2759 131567 
2	|	mangrove rivulus	|	Kryptolebias marmoratus	|	37003 326431 28771 45443 28738 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Sand lizard	|	Lacerta agilis	|	80427 8523 162266 8522 1329975 1329976 1329912 1329950 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	cultivated lettuce	|	Lactuca sativa	|	4236 4235 745062 219121 219120 4210 4209 91882 71274 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
2	|	Pacific white-sided dolphin	|	Lagenorhynchus obliquidens	|	90247 27609 9726 9722 9721 2653789 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Laothoe populi	|	 	|	522836 522835 523180 469321 7128 37569 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	large yellow croaker	|	Larimichthys crocea	|	215358 215357 30870 1489923 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Lasioglossum lativentre	|	 	|	88531 88472 88467 88544 77573 77572 34735 7434 7400 7399 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Lasioglossum morio	|	 	|	88514 88475 88467 88544 77573 77572 34735 7434 7400 7399 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Laspeyria flexula	|	 	|	938238 938237 1583079 695564 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	coelacanth	|	Latimeria chalumnae	|	7897 7896 7895 7894 118072 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Ring-tailed lemur	|	Lemur catta	|	9447 9446 9445 376915 376911 9443 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Geoffroy's cat	|	Leopardus geoffroyi	|	46844 46841 338152 9681 379583 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	salmon louse	|	Lepeophtheirus salmonis	|	72036 72035 72034 72033 116571 116569 6830 72037 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	spotted gar	|	Lepisosteus oculatus	|	7918 7916 7915 7914 1489100 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Leptidea sinapis	|	 	|	189913 189907 151208 7114 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	Weddell seal	|	Leptonychotes weddellii	|	9713 9712 9709 379584 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Limenitis camilla	|	 	|	270466 124410 215788 100750 33415 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Limnephilus lunatus	|	 	|	1218281 177674 177673 177669 50645 41033 1683728 93875 30263 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Limnephilus marmoratus	|	 	|	1271730 177674 177673 177669 50645 41033 1683728 93875 30263 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	Atlantic horseshoe crab	|	Limulus polyphemus	|	6850 6849 6846 6845 6844 6843 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Lineus longissimus	|	 	|	88925 6223 6222 6219 6218 6217 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
2	|	Yangtze River dolphin	|	Lipotes vexillifer	|	118797 118796 119500 9722 9721 2653789 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	American bullfrog	|	Lithobates catesbeianus	|	8400 192752 8397 30352 8416 8342 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Bengalese finch	|	Lonchura striata domestica	|	299123 40157 40156 40155 37611 175121 9126 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	African savanna elephant	|	Loxodonta africana	|	9785 9784 9780 9779 311790 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Australian sheep blowfly	|	Lucilia cuprina	|	7375 7374 43914 7371 43755 43742 43738 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	Eurasian river otter	|	Lutra lutra	|	9657 9656 169417 9655 379584 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	African hunting dog	|	Lycaon pictus	|	9622 9621 9608 379584 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	black-arched tussock moth	|	Lymantria monacha	|	78897 13122 27548 695564 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	Canada lynx	|	Lynx canadensis	|	61383 13124 338152 9681 379583 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Adonis blue	|	Lysandra bellargus	|	138070 138069 42297 27544 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Lysandra coridon	|	 	|	268709 138069 42297 27544 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2+	|	green sea urchin	|	Lytechinus variegatus	|	7654 7652 31185 31184 7674 7638 7625 7624 133551 7586 33511 33213 6072 33208 33154 2759 131567 
2+	|	green sea urchin	|	Strongylocentrotus droebachiensis	|	7671 7664 31181 7675 2785018 7674 7638 7625 7624 133551 7586 33511 33213 6072 33208 33154 2759 131567 
2	|	crab-eating macaque	|	Macaca fascicularis	|	9541 9539 9528 9527 314294 9526 314293 376913 9443 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Rhesus monkey	|	Macaca mulatta	|	9544 9539 9528 9527 314294 9526 314293 376913 9443 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	malachite beetle	|	Malachius bipustulatus	|	295700 295699 353826 186093 71525 41088 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Malurus cyaneus samueli	|	 	|	2593467 55807 55806 55805 1931080 9126 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	apple	|	Malus domestica	|	3750 3749 721813 171637 3745 3744 91835 71275 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
