
code	|	name	|	preferred name	|	lineage
1	|	Sicus ferrugineus	|	 	|	1219204 1219203 115265 115263 43744 43741 43738 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	mandarin fish	|	Siniperca chuatsi	|	119488 119487 119486 1545897 1489940 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Sinocyclocheilus anshuiensis	|	 	|	1608454 75365 2743694 7953 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Sinocyclocheilus grahami	|	 	|	75366 75365 2743694 7953 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Sinocyclocheilus rhinocerous	|	 	|	307959 75365 2743694 7953 30727 7952 186627 186626 32519 186634 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	tuber cardinalfish	|	Siphamia tubifer	|	1536898 397597 475176 83881 1489877 1489876 1489875 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	tomato	|	Solanum lycopersicum	|	4081 49274 4107 424574 424551 4070 4069 91888 71274 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
2	|	Senegalese sole	|	Solea senegalensis	|	28829 28828 30948 30942 8252 1489904 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	red fire ant	|	Solenopsis invicta	|	13686 13685 144017 34695 36668 2153479 7434 7400 7399 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1+	|	sorghum	|	Sorghum	|	4557 1648028 147429 1648033 147369 147370 4479 38820 4734 1437197 4447 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
2+	|	sorghum	|	Sorghum bicolor	|	4558 4557 1648028 147429 1648033 147369 147370 4479 38820 4734 1437197 4447 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
2	|	gilthead seabream	|	Sparus aurata	|	8175 8174 8169 1489931 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Spilarctia lutea	|	 	|	875881 695183 1945703 30225 695564 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Spilosoma lubricipeda	|	 	|	875880 214365 1945703 30225 695564 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	fall armyworm	|	Spodoptera frugiperda	|	7108 7106 95182 7100 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Spodoptera litura	|	 	|	69820 7106 95182 7100 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Sporisorium reilianum SRZ2	|	 	|	999809 72558 63265 5268 5267 5257 452284 5204 451864 4751 33154 2759 131567 
2	|	Common tern	|	Sterna hirundo	|	108405 70608 8910 8906 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Steromphala cineraria	|	 	|	216125 2072689 1955429 6466 216285 2315720 216275 6448 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
2	|	freckled duck	|	Stictonetta naevosa	|	45637 45636 2068718 8830 8826 1549675 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Kakapo	|	Strigops habroptila	|	2489341 35547 9224 9223 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2+	|	purple sea urchin	|	Strongylocentrotus purpuratus	|	7668 7664 31181 7675 2785018 7674 7638 7625 7624 133551 7586 33511 33213 6072 33208 33154 2759 131567 
2+	|	purple sea urchin	|	Sphaerechinus granularis	|	39374 39235 31185 31184 7674 7638 7625 7624 133551 7586 33511 33213 6072 33208 33154 2759 131567 
1	|	Struthio camelus australis	|	 	|	441894 8801 8800 8799 8798 8783 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	pig	|	Sus scrofa	|	9823 9822 9821 35497 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	greater pipefish	|	Syngnathus acus	|	161584 103719 129914 72045 1489884 129912 1489883 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Syritta pipiens	|	 	|	34682 34681 224230 115244 34680 43740 43737 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Tachina fera	|	 	|	631328 141257 141256 54288 27474 43755 43742 43738 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	Australian echidna	|	Tachyglossus aculeatus	|	9261 9260 9259 9255 9254 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Taenia multiceps	|	 	|	94034 6202 6208 6201 6200 6199 6157 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
2	|	zebra finch	|	Taeniopygia guttata	|	59729 59728 40155 37611 175121 9126 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	torafugu	|	Takifugu rubripes	|	31033 31032 31031 32517 31028 31022 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Taurulus bubalis	|	 	|	61643 61642 8092 1490021 8100 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	cunner	|	Tautogolabrus adspersus	|	34787 34786 8247 1489928 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Teleopsis dalmanni	|	 	|	139649 139679 139644 43745 43741 43738 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Tenthredo notha	|	 	|	362091 112291 112287 27532 85772 7399 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Tetracentron sinense	|	 	|	13715 13714 4405 400839 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
2+	|	two-spotted spider mite	|	Tetranychus urticae	|	32264 32263 32262 83146 188550 83145 6947 83136 6946 6933 6854 6843 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2+	|	two-spotted spider mite	|	Tetranychus evansi	|	178897 32263 32262 83146 188550 83145 6947 83136 6946 6933 6854 6843 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Thecocarcelia acutangulata	|	 	|	1918310 1918309 179426 43917 27474 43755 43742 43738 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	plumbeous ibis	|	Theristicus caerulescens	|	1118847 399596 33574 9205 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	gelada	|	Theropithecus gelada	|	9565 9564 9528 9527 314294 9526 314293 376913 9443 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	yellowfin tuna	|	Thunnus albacares	|	8236 8234 186749 186745 8224 1489894 1489885 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	southern bluefin tuna	|	Thunnus maccoyii	|	8240 8234 186749 186745 8224 1489894 1489885 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Thyatira batis	|	 	|	721163 721162 219490 104425 104423 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	grayling	|	Thymallus thymallus	|	36185 36184 504569 8015 8006 41705 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	small skipper	|	Thymelicus sylvestris	|	272628 218770 2839394 40096 40093 40092 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Tinea trinotella	|	 	|	1594354 41013 236781 41012 41011 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Trachemys scripta elegans	|	 	|	31138 34903 34902 8476 8486 1579337 8464 8459 2841271 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Atlantic horse mackerel	|	Trachurus trachurus	|	36212 36211 8157 1489907 1489904 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	red flour beetle	|	Tribolium castaneum	|	7070 7069 1304792 7065 71527 41088 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	Florida manatee	|	Trichechus manatus latirostris	|	127582 9778 9776 9775 9774 311790 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	cabbage looper	|	Trichoplusia ni	|	7111 7110 95186 7100 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Trichosporon asahii var. asahii CBS 2479	|	 	|	1186058 189963 82508 5552 1759442 1851469 155616 5302 5204 451864 4751 33154 2759 131567 
1	|	Trichosporon asahii var. asahii CBS 8904	|	 	|	1220162 189963 82508 5552 1759442 1851469 155616 5302 5204 451864 4751 33154 2759 131567 
2	|	common brushtail	|	Trichosurus vulpecula	|	9337 9336 9335 38609 9263 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	bread wheat	|	Triticum aestivum	|	4565 4564 1648030 147389 1648038 147368 359160 4479 38820 4734 1437197 4447 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
2	|	Suruca trogon	|	Trogon surrucura	|	297711 56310 56309 56308 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	common bottlenose dolphin	|	Tursiops truncatus	|	9739 9738 9726 9722 9721 2653789 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Ursus arctos horribilis	|	 	|	116960 9644 9639 9632 379584 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	polar bear	|	Ursus maritimus	|	29073 9639 9632 379584 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	red admiral	|	Vanessa atalanta	|	42275 42274 171576 40040 33415 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	painted lady	|	Vanessa cardui	|	171605 42274 171576 40040 33415 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	European hornet	|	Vespa crabro	|	7445 7443 7439 7438 34725 7434 7400 7399 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Vespa velutina	|	 	|	202808 7443 7439 7438 34725 7434 7400 7399 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Vespula germanica	|	 	|	30212 7451 7439 7438 34725 7434 7400 7399 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Vespula vulgaris	|	 	|	7454 7451 7439 7438 34725 7434 7400 7399 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	alpaca	|	Vicugna pacos	|	30538 30539 9835 9834 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	adzuki bean	|	Vigna angularis	|	3914 3913 163735 2233855 2231382 2231393 3814 3803 72025 91835 71275 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
2+	|	mung bean	|	Vigna radiata var. radiata	|	3916 157791 3913 163735 2233855 2231382 2231393 3814 3803 72025 91835 71275 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
2+	|	mung bean	|	Vigna radiata	|	157791 3913 163735 2233855 2231382 2231393 3814 3803 72025 91835 71275 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
2	|	wine grape	|	Vitis vinifera	|	29760 3603 2304100 3602 403667 91834 71275 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
1	|	Volucella inanis	|	 	|	226151 226148 115284 115244 34680 43740 43737 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	Arctic fox	|	Vulpes lagopus	|	494514 9625 9608 379584 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	yellow-horn	|	Xanthoceras sorbifolium	|	99658 99657 1977915 23672 41937 91836 71275 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
1	|	Xanthogramma pedissequum	|	 	|	414876 414873 115274 43838 34680 43740 43737 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	freshwater garfish	|	Xenentodon cancila	|	129108 129107 94935 123731 76071 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	African clawed frog	|	Xenopus laevis	|	8355 262014 8353 8360 8352 30319 8342 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	tropical clawed frog	|	Xenopus tropicalis	|	8364 8363 8353 8360 8352 30319 8342 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	spotted cutworm	|	Xestia c-nigrum	|	987431 320016 2555566 95179 7100 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Xestia xanthographa	|	 	|	988049 320016 2555566 95179 7100 37570 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	swordfish	|	Xiphias gladius	|	8245 8244 8243 1489906 1489904 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	Monterrey platyfish	|	Xiphophorus couchianus	|	32473 8082 586240 8079 8087 28738 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	green swordtail	|	Xiphophorus hellerii	|	8084 8082 586240 8079 8087 28738 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2	|	southern platyfish	|	Xiphophorus maculatus	|	8083 8082 586240 8079 8087 28738 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Xylota sylvarum	|	 	|	374264 224240 224230 115244 34680 43740 43737 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Yarrowia lipolytica	|	 	|	4952 4951 34353 4892 4891 147537 716545 4890 451864 4751 33154 2759 131567 
1	|	Ypsolopha scabrella	|	 	|	1870435 687147 687156 37582 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	California sea lion	|	Zalophus californianus	|	9704 9703 9702 379584 33554 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
2+	|	maize	|	Zea mays	|	4577 4575 1648029 147429 1648033 147369 147370 4479 38820 4734 1437197 4447 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
2+	|	maize	|	Zea mays subsp. mays	|	381124 4577 4575 1648029 147429 1648033 147369 147370 4479 38820 4734 1437197 4447 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
2	|	dogface butterfly	|	Zerene cesonia	|	33412 33411 42450 7114 37572 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	melon fly	|	Zeugodacus cucurbitae	|	28588 1987911 47833 43871 164860 7211 43752 43741 43738 480117 480118 43733 7203 7147 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Zeuzera pyrina	|	 	|	1101072 655084 1556158 186108 104432 104430 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Ziziphus jujuba var. spinosa	|	 	|	714518 326968 72171 325284 3608 3744 91835 71275 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
1	|	Zootermopsis nevadensis	|	 	|	136037 7502 127821 127820 7501 1912919 1049657 85823 6970 33341 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	common lizard	|	Zootoca vivipara	|	8524 141678 162266 8522 1329975 1329976 1329912 1329950 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	Zygaena filipendulae	|	 	|	287375 287110 287187 115354 104435 104430 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	Candida] glabrata	|	[Candida] glabrata	|	5478 600669 374468 4893 4892 4891 147537 716545 4890 451864 4751 33154 2759 131567 
